Genus,Species,q,r,Vr,CVN,MA_Yr,RW-Yr,EX_Yr,RL_Yr,GL_Yr,TL_Yr,MA_G,RW_G,EX_G,RL_G,GL_G,TL_G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Temora,longicornis,13,0.028151208,0.54579743,0.436609808,9.315739565,15.69131781,13.4195816,6.579769455,5.715175262,5.791130226,6.930086417,8.61017516,8.563080288,6.474885572,5.655387288,5.697130875,0,0,0,0.4,0.5,0.166666667,,1,,2,2,10,,,2,4,1,1,2,1,1,1,,195,2,4,1,2,LC,1
Mesocyclops,leuckartii,16,0.137023872,6.453125995,1.566369545,10.94336132,20.72326584,20.72326584,12.97910163,9.948139118,11.71253071,10.76955795,20.05824242,19.23007679,11.68878272,9.578875318,11.6172798,0,0,0,0.4,0.5,0.166666667,,1,,2,2,10,,,2,4,1,1,2,1,1,1,,195,2,4,1,2,LC,1
Mesocyclops,oithonoides,16,-0.130610193,2.830216275,1.024179874,7.413567372,20.72326584,20.72326584,9.032519613,7.195974128,7.327520094,7.335799324,14.41675104,15.33427777,8.652487062,7.075986505,7.206554999,0,0,0,0.4,0.619047619,0.166666667,,1,,2,2,6,,,2,5,1,1,2,1,1,1,,195,2,4,1,2,LC,1
Oithona,similis,13,0.086996654,0.130434532,0.400707065,7.352676758,9.956693543,5.424140978,4.97235443,4.972829253,11.09810595,6.374151511,6.306936218,5.632727345,4.926853133,4.898689554,10.59640014,0,0,0,0.4,0.5,0.166666667,,1,,2,2,10,,,2,4,1,1,2,1,1,1,,195,2,4,1,2,LC,1
Orconectes,propinquus,13,0.087525616,0.64219799,0.528613103,10.80970022,16.80385634,10.8447577,7.740278708,6.268365221,6.061748294,11.35238063,16.55564634,13.23760747,9.20020454,6.604563056,6.409620431,0,4.787491743,0.25,0.4,0.642857143,0.5,,120,,2,12,48,,,2,4,1,1,2,1,1,2,,500,2,5,1,2,LC,1
Orconectes,rusticus,13,0.141986668,1.789447406,1.031331682,10.34565188,20.72326584,15.50116765,19.20913914,7.799764145,7.448842228,9.111885231,20.72326584,19.87486137,4.524083615,8.46419676,7.904567075,0,5.075173815,0.25,0.2,0.5,0.5,,160,,2,12,48,,,2,4,1,0,2,1,1,2,,400,2,4,1,2,LC,1
Orconectes,virilis,13,0.241191863,1.312312564,1.147816593,10.33540227,20.72326584,9.465480604,13.12957892,9.86075929,8.532879589,14.31816355,20.72326584,14.92384018,19.76620977,10.97108803,9.295804913,1,4.787491743,0.25,0.6,0.5,0.5,,120,,2,12,36,,,2,4,1,1,3,1,2,2,,400,3,4,1,2,CD,1
Cancer,magister,42,0.017356255,0.174686289,0.447728412,5.870387487,10.75932707,9.308137365,5.684696456,5.153112756,5.612934558,6.345162354,12.98483702,12.12936436,6.034506369,5.376766708,5.98105288,0,5.075173815,0.25,0.4,0.761904762,0.666666667,,160,,2,24,120,,,1,5,1,1,2,1,1,2,,1000000,2,5,1,2,LC,1
Crangon,vulgaris,11,-0.021302253,0.456981406,0.44658081,8.715981041,14.70401713,16.25724896,5.965289254,5.80728737,5.594296262,7.181122265,9.907507703,10.0553472,6.077200947,5.809403237,5.622436881,0,6.396929655,0,0.4,0.619047619,0.333333333,,600,,2,4,24,,,2,5,1,1,2,1,1,1,,4000,2,4,1,2,LC,1
Paralithodes,camtschatica,27,-0.048456336,0.115777725,0.860095978,10.13105527,9.463493487,13.85541761,8.923966292,6.080878544,9.413012397,15.78007656,17.09227054,20.72326584,15.88106332,7.186208977,16.80068441,1,7.313220387,0.25,0.4,0.642857143,0.833333333,,1500,,2,72,240,,,2,4,1,0,3,1,1,2,,8000,3,5,1,2,LC,1
Pandalus,borealis,14,0.152861869,0.055613397,0.788001621,5.330161637,8.564770984,4.225162101,5.094755204,5.806100685,5.912363125,6.312910417,11.7312977,4.661229043,5.34634043,6.589264952,8.105705559,1,4.787491743,0.25,0.4,0.642857143,0.333333333,,120,,1,36,60,,,5,4,1,1,2,1,1,2,,2000,3,5,1,2,LC,1
Panulirus,interruptus,62,0.012524658,0.083667358,0.438014257,5.672995108,8.633131576,7.686167179,5.68976727,5.184134239,5.251515041,6.151137299,10.37480185,9.532814185,6.163488805,5.417605171,5.588500303,1,6.413458957,0.25,0.4,0.642857143,0.666666667,,610,,2,24,120,,,2,4,1,1,2,1,1,2,,700000,3,5,1,2,LC,1
Penaeus,esculentus,13,-0.123396989,0.414078784,0.603414877,9.503306474,14.29103148,20.72326584,6.204553137,7.07938122,6.703206437,8.860406572,11.03301902,13.24183698,6.326984642,7.271275778,6.912350482,1,5.703782475,0.25,0.4,0.642857143,0.333333333,150,300,,2,6,24,,,5,4,1,1,2,1,1,2,,800000,3,5,1,2,LC,1
Balanus,balanoides,13,-0.001380284,1.691080753,1.265294135,10.5594847,20.72326584,20.72326584,14.90326781,7.915220302,8.42376211,14.12147954,15.25159577,15.123538,15.98614688,8.050848888,8.420959281,0,2.708050201,0.25,0.4,1,0.333333333,,15,,1,4,120,,,2,4,1,1,2,1,1,2,,5000,2,5,2,2,LC,1
Eryngium,ebracteatum,12,0.165441879,0.425868763,0.450948684,6.02712867,14.57792699,6.510510457,5.68722632,8.63002667,20.72326584,6.771742181,19.1946259,9.359622419,6.275418041,10.53712609,20.72326584,0,7.43838353,0.25,0.2,0.30952381,0.333333333,,1700,,1,24,60,,,5,6,1,1,1,1,1,2,,100000,1,1,1,1,LC,1
Eryngium,echinatum,12,0.142062341,1.600976684,0.785072575,9.418625582,20.72326584,14.48226887,20.72326584,20.72326584,8.073656138,8.584370089,20.72326584,20.72326584,20.72326584,20.72326584,8.584370089,0,6.907755279,0.25,0.2,0.30952381,0.333333333,,1000,,1,24,60,,,5,6,1,1,1,1,1,2,,100000,2,1,1,2,LC,1
Aster,squamatus,12,0.204250425,0.893759894,1.645763951,16.39021738,19.11340528,8.377045512,20.72326584,20.72326584,8.568709605,16.86679961,18.50338233,12.28353356,20.72326584,20.72326584,9.739146454,0,6.907755279,0,0.2,0.30952381,0.166666667,,1000,,1,12,12,,,5,6,1,1,1,1,1,1,,12000,1,1,1,1,LC,1
Leontodon,saxatilis,12,0.004177032,3.53624763,0.947872147,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,0,5.703782475,0,0,0.19047619,0.333333333,,300,,1,12,60,,,5,5,1,0,1,1,1,1,,12000,1,1,1,1,LC,1
Vincetoxicum,hirundinaria,10,0.034538776,6.792467854,1.102710061,10.54380804,20.72326584,20.72326584,11.12727231,9.750827165,13.90200928,11.49160715,20.72326584,20.72326584,12.23566848,10.61095201,14.45143106,0,7.090076836,0,0.4,0.19047619,0.5,,1200,,1,12,72,,,5,5,1,1,2,1,1,1,,4000,1,1,1,1,LC,1
Myriophyllum,spicatum,17,0.163093454,1.13884385,0.645817655,6.459128148,20.98588797,10.99604343,12.93423608,6.418878755,6.639632854,6.691012477,15.6495521,12.8501057,16.68160438,6.552835815,6.814733313,0,10.59663473,0,0,0.19047619,0.333333333,,40000,,1,6,120,,,5,5,1,0,1,1,1,1,,200,1,1,1,1,LC,1
Mentha,pulegium,12,-0.038600378,1.949223024,1.603409294,13.4544234,20.72326584,20.72326584,20.72326584,20.72326584,13.4544234,18.48573946,20.72326584,20.72326584,20.72326584,20.72326584,18.48573946,0,6.214608098,0,0.4,0.30952381,0.166666667,,500,,1,9,60,,,5,6,1,1,2,1,1,1,,2000,1,1,1,1,LC,1
Phyla,canescens,12,0.13249111,3.156411461,1.188189163,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,16.79218849,20.72326584,21.52187087,4.419414801,19.02926695,20.72326584,0,3.912023005,0,0.2,0.30952381,0.166666667,,50,,1,6,60,,,5,6,1,0,2,1,1,1,,2000,2,1,1,1,LC,1
Echinoderm,plutei,13,0.122575906,0.524704364,1.212308834,11.80713422,15.60520776,8.395387884,7.330917597,6.591015204,6.837058209,9.417568421,21.12818095,12.43570872,8.354526027,7.354525353,7.577281698,0,4.382026635,0.25,0.2,0.357142857,0.5,,80,,2,24,60,,,2,4,1,1,1,1,1,2,,50000,2,3,1,2,LC,1
Haliotis,corrugata,34,-5.88236E-11,0.298786498,0.638747427,12.43011173,12.54819058,12.56903682,20.72326584,20.72326584,8.51886502,18.60161951,18.87196932,18.77267956,20.72326584,20.72326584,10.78557263,0,5.298317367,0.25,0.2,0.357142857,0.666666667,,200,,2,36,160,,,2,4,1,0,2,1,1,2,,2000000,2,3,1,1,LC,1
Haliotis,cracherodii,12,0.091551024,1.309136336,1.058841419,15.5765572,20.72326584,15.73069865,20.72326584,20.72326584,12.2560088,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,1,5.283203729,0.25,0.4,0.714285714,0.666666667,,197,,2,36,160,,,2,4,1,0,3,1,1,2,,2000000,3,3,2,2,LC,1
Haliotis,fulgens,29,0.007694605,0.385811945,1.287513773,13.27811131,13.97409096,13.38238942,20.72326584,20.72326584,8.499899198,11.32290149,20.72326584,20.72326584,20.72326584,20.72326584,11.32290149,1,5.537334267,0.25,0.6,0.714285714,0.833333333,,254,,2,60,180,,,3,4,1,1,3,1,1,2,,2000000,3,3,2,2,LC,1
Haliotis,kamtschatkana,12,-0.076357561,0.588686658,0.449742256,8.265760885,16.1017166,20.72326584,6.74543729,6.231912935,11.42267145,7.833541092,20.72326584,20.72326584,7.113730619,6.778977243,19.44557847,0,5.023880521,0.25,0.2,0.714285714,0.666666667,,152,,2,36,144,,,2,4,1,0,2,1,1,2,,2000000,2,3,2,2,LC,1
Haliotis,rufescens,55,-0.024031924,0.222060256,0.470839131,11.63195452,11.533911,13.41132816,20.72326584,20.72326584,7.325835288,16.8646782,16.89983982,19.57984651,20.72326584,20.72326584,8.856080827,1,5.700443573,0.25,0.6,0.714285714,0.666666667,,299,,2,36,144,,,3,4,1,1,3,1,1,2,,4000000,3,3,2,2,CD,1
Placopecten,magellanicus,9,-0.082437483,0.502171014,0.813297107,14.50315646,15.26186818,20.72326584,7.792571262,7.10620614,6.595360279,14.70903404,14.78970228,17.98996999,8.524432859,7.653910334,6.952727699,0,5.298317367,0.25,0.4,0.5,0.666666667,,200,,2,12,144,,,3,4,1,1,2,1,1,2,1000,1000000,2,4,1,2,LC,1
Cepaea,nemoralis,20,-0.083473273,0.102021181,0.478146412,7.744927123,9.267722595,16.46303694,5.739172371,4.998421594,5.144060505,7.222015937,9.131805134,12.02787317,6.000636316,5.13486223,5.302549498,0,2.302585093,0,0.2,0.333333333,0.5,,10,,1,12,72,,,5,5,1,0,2,1,1,1,,200,2,2,1,1,LC,1
Byturus,urbanus,25,-0.058211489,0.22433037,0.354983926,6.091057375,11.66293295,16.42465848,5.09460582,6.643878244,5.589137527,6.381257058,11.25552259,13.17008648,5.232736978,7.021039793,5.837778015,0,1.252762968,0,0,0.714285714,0.333333333,,3.5,,2,12,12,,12,2,4,1,0,1,1,1,1,,150,1,3,2,1,LC,1
Calathus,melanocephalus,26,-0.079704869,0.691122811,1.245073023,14.42898381,17.06969907,20.72326584,14.29908911,7.928718935,8.218646282,15.69242847,17.07570014,20.26400085,14.68592868,8.791203458,9.051781503,0,1.945910149,0.25,0,0.642857143,0.666666667,,7,,2,12,24,,12,5,4,1,0,1,1,1,2,,50,2,5,1,2,LC,1
Nebria,brevicollis,10,0.087826334,0.380381705,0.648899297,11.43017231,13.82011173,8.288873054,6.117547295,5.640287506,5.765131129,11.05732903,12.71321816,10.33049485,6.561530967,5.796472859,5.967862601,0,2.48490665,0,0,0.642857143,0.5,,12,,2,10,24,,10,5,4,1,0,1,1,1,1,,50,2,5,1,2,LC,1
Pterostichus,vericolor,26,-0.017712193,0.097228655,0.353970844,6.923929324,9.028660739,10.50225274,5.300487071,4.96117961,5.302872498,6.874351698,8.877233877,9.387590765,5.539439777,5.108508107,5.477524179,0,2.351375257,0,0,0.642857143,0.666666667,,10.5,,2,12,24,,12,5,4,1,0,1,1,1,1,,25,2,5,1,2,LC,1
Chaetocnema,concinna,23,-0.016499549,0.080231189,0.293403268,6.838873278,8.543652053,9.895397424,5.029956547,6.648037869,5.642223471,6.99482365,8.366226705,9.114285599,5.169110135,7.05029552,5.896605506,0,2.302585093,0,0,0.357142857,0.333333333,,10,,2,12,12,,12,5,4,1,0,1,1,1,1,,250,1,3,1,1,LC,1
Phaedon,cochleariae,24,-0.08487008,0.107665324,0.496519616,11.55553915,9.365211907,16.77273186,20.72326584,20.72326584,5.972176109,9.622839142,8.751656822,11.22356547,6.351004542,12.66315441,6.291692496,0,2.079441542,0.25,0,0.357142857,0.5,,8,,2,10,24,,12,5,4,1,0,1,1,1,2,,100,2,3,1,2,LC,1
Phyllotreta,vittula,25,-0.033891914,0.316360375,0.526117229,10.44458564,12.92629049,15.6312691,20.72326584,20.72326584,5.981552549,10.17271666,12.57733871,13.64873603,20.72326584,20.72326584,6.382944525,0,0.693147181,0.25,0,0.357142857,0.333333333,,2,,2,12,12,,12,2,4,1,0,1,1,1,2,,500,1,3,1,1,LC,1
Anthonomus,rubi,25,-0.038603236,0.242264043,0.288341459,6.485869316,11.78269283,15.11564653,5.284950239,6.717104886,7.984394125,6.939706064,11.78438692,12.71286774,5.628323938,7.188203957,10.6818232,0,1.791759469,0.25,0.2,0.357142857,0.5,,6,,2,12,12,,12,2,4,1,0,2,1,1,2,,50,2,3,1,1,LC,1
Meligethes,aeneus,25,-0.018800145,0.124069159,0.362814816,6.621252679,9.640954852,11.13232345,5.237441808,6.539043689,5.62563594,6.388265846,7.722230491,8.089658894,5.264518362,6.50757865,5.71052747,0,0.916290732,0,0.2,0.357142857,0.166666667,,2.5,,2,6,6,,6,2,4,1,0,2,1,1,1,,250,2,3,1,1,LC,1
Phyllopertha,horticola,28,0.03826005,0.772611271,1.184354088,15.0552455,17.89619476,15.11280155,12.33187386,9.405419877,8.784751201,15.34221947,17.44790727,16.18330269,13.57514521,10.54889727,9.618514359,0,1.945910149,0.25,0.4,0.357142857,0.666666667,,7,,2,36,36,,36,2,4,1,1,2,1,1,2,,20,2,3,1,2,LC,1
Conophthorus,resinosae,9,-0.021912241,1.540152915,0.863616533,6.747460105,20.72326584,20.72326584,7.239211174,6.493256481,6.537951655,9.055163072,13.44290902,13.73799012,7.223305368,6.544384204,6.576631255,0,1.609437912,0,0.2,0.714285714,0.5,,5,,2,3,24,,2,2,4,1,0,2,1,1,1,,25,2,3,2,1,LC,1
Xyleborus,dispar,18,-0.066887378,0.984113568,0.936553211,11.27362241,20.18527056,20.72326584,20.72326584,20.72326584,7.745640958,15.34565472,11.62121267,12.07175829,7.780631168,20.22386685,7.638554124,0,1.252762968,0.25,0,0.357142857,0.333333333,,3.5,,2,3,12,,3,2,4,1,0,1,1,1,2,,50,2,3,1,1,LC,1
Dendroctonus,frontalis,29,0.004847653,1.986019755,0.97550597,7.034928323,20.72326584,20.72326584,4.124139846,11.41394259,11.91195863,8.617146754,13.0183443,12.83699301,4.001792731,10.05984431,10.64164978,0,1.386294361,0,0.2,0.714285714,0.5,,4,,2,2,24,,2,2,4,1,0,2,1,1,1,,25,2,3,2,1,LC,1
Aclypea,opaca,21,-0.035418615,0.126907113,0.36166682,9.050103315,9.714918445,12.6115567,5.612986543,9.233739397,5.613109099,6.002367045,6.225006768,6.417922844,5.385720762,5.993744719,5.37482781,0,2.302585093,0,0.2,0.714285714,0.166666667,,10,,2,2,12,,2,2,4,1,0,2,1,1,1,,120,2,3,2,1,LC,1
Chromatomyia,suikazurae,9,0.077777778,0.244444444,0.265678571,6.721036469,11.87213637,7.166414597,5.681897345,4.860184986,5.23641624,5.185538483,5.985161049,5.734651085,5.194190946,4.715754774,4.96072623,0,1.386294361,0.25,0.2,0.357142857,0.166666667,,4,,2,1,3,,1,2,4,1,1,1,1,1,2,,300,2,3,1,2,LC,1
Delia,antiqua,24,-0.03604156,0.097664391,0.308338229,7.275934736,8.993536934,12.07821935,5.16766208,7.088946795,5.793590323,7.022658733,8.511638082,9.440638724,5.275488604,7.146984613,6.050801288,0,1.871802177,0.25,0.2,0.595238095,0.166666667,,6.5,,2,10,12,,9,2,3,1,0,2,1,1,2,,200,2,3,2,1,LC,1
Delia,radicum,23,-0.064939396,0.126775203,0.249575289,5.428531177,9.791822317,15.32840059,4.896696801,5.705169916,4.988682616,5.228980395,6.682728538,7.266569786,4.844897535,5.484788416,4.939208344,0,1.945910149,0.25,0.2,0.357142857,0.166666667,,7,,2,3,6,,3,2,4,1,1,1,1,1,2,,150,2,3,1,1,LC,1
Contarinia,tritici,19,0.148023366,1.670628032,1.342601024,11.5456003,20.72326584,14.36075336,17.03202978,8.322187583,8.83596887,11.34845062,20.72326584,17.89086231,4.578910922,9.018004016,9.458310286,0,1.098612289,0.25,0.2,0.357142857,0.333333333,,3,,2,10,12,,10,2,4,1,0,2,1,1,2,,50,2,3,1,1,LC,1
Sitodiplosis,mosellana,19,0.088648674,2.095141829,0.682282172,7.06080214,20.72326584,20.72326584,8.870596075,6.985295217,7.144101376,7.441487529,20.72326584,20.72326584,9.679853105,7.351724774,7.517795731,0,0.916290732,0,0.2,0.714285714,0.5,,2.5,,2,10,24,,10,2,4,1,0,2,1,1,1,,80,2,3,2,1,LC,1
Oscinella,frit,25,-0.066329123,0.18166116,0.564927524,8.798245112,10.87435658,16.40268547,20.72326584,20.72326584,5.748509004,6.895536156,7.266207824,7.710176707,5.648819652,8.99801766,5.611938492,0,1.098612289,0,0,0.357142857,0.333333333,,3,,2,3,4,,3,2,4,1,0,1,1,1,1,,45,2,3,1,1,LC,1
Pegomya,betae,25,-0.036651629,0.062968015,0.290230754,5.277904228,8.047680335,11.30202447,4.771927278,5.783523403,4.925460573,4.86420339,5.519600437,5.742196281,4.675660154,5.055576483,4.827785739,0,1.945910149,0,0,0.714285714,0.333333333,,7,,2,2,4,,3,2,4,1,0,1,1,1,1,,80,2,3,2,1,LC,1
Psila,rosae,24,0.024491111,0.218389454,0.324074573,7.454480179,11.37755668,9.557490253,20.72326584,20.72326584,5.288543465,7.904170444,8.151881543,7.756346224,5.288066088,9.289954998,5.287701038,0,1.609437912,0,0,0.833333333,0.333333333,,5,,2,4,6,,6,2,5,1,0,1,1,1,1,,50,2,3,2,1,LC,1
Tipula,paludosa,9,0.383764182,4.268027979,2.257536352,12.13968816,20.72326584,15.50374773,4.497482048,14.33637685,20.72326584,8.976156286,20.72326584,20.72326584,4.258662561,16.15336309,20.72326584,0,2.833213344,0,0.2,0.476190476,0.166666667,,17,,2,10,12,,11,5,5,1,1,1,1,1,1,,150,2,3,1,1,LC,1
Microsargane,vittata,19,0.07040822,0.322363939,0.523040196,5.909128134,13.0479679,8.457861924,5.678673981,5.36272404,5.334750296,5.534009806,7.509296244,7.038874355,5.542582367,5.330296437,5.290129284,0,1.609437912,0.25,0,0.357142857,0.333333333,,5,,2,2,6,,2,2,4,1,0,1,1,1,2,,30,2,3,1,1,LC,1
Caenodelphax,teapae,19,-0.060734862,0.368333447,0.705201814,10.02479127,13.64561525,18.90295894,6.785319377,7.368836659,6.540150931,6.01351568,6.372676241,6.599997713,5.689588383,5.841570425,5.706644657,0,1.252762968,0.25,0.2,0.833333333,0.166666667,,3.5,,2,1,2,,1,2,5,1,0,2,1,1,2,,160,1,3,2,1,LC,1
Delphacodes,dissipata,19,-0.143426747,1.704751959,1.530003496,9.936527885,20.72326584,20.72326584,12.58966227,8.402563741,7.931061326,9.264308059,12.08707461,13.20685146,10.27675239,8.155802638,7.620761423,0,1.386294361,0.25,0.2,0.476190476,0.333333333,,4,,2,2,3,,2,2,5,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Peregrinus,maidis,19,-0.02183915,0.623983427,0.782188971,9.825429064,16.50891224,18.14502576,7.86521107,7.180091793,6.537267876,6.039985108,6.510953912,6.597166222,6.027335964,5.833738812,5.774762203,0,1.098612289,0,0.2,0.833333333,0.333333333,,3,,2,0.5,2,,0.5,2,5,1,0,2,1,1,1,,100,1,3,2,1,LC,1
Sogatella,furcifera,15,0.207567687,2.795379811,1.403821315,9.135736278,20.72326584,16.81464251,20.72326584,20.72326584,8.614118636,7.428509854,9.804724338,9.04877585,7.241154246,8.648853796,7.274714864,0,0.693147181,0,0.2,0.714285714,0.166666667,,2,,2,0.5,2,,0.5,2,4,1,0,2,1,1,1,,250,2,3,2,1,LC,1
Sogatodes,oryzicola,19,0.033913527,0.928276891,0.600825977,7.155150619,19.21956605,16.8140858,7.14282278,7.009329191,7.088126165,6.493548307,7.851224019,7.748879244,6.931530598,6.096768829,6.260103389,0,1.098612289,0.25,0.2,0.714285714,0.333333333,,3,,2,1,2,,1,2,4,1,0,2,1,1,2,,45,1,3,2,1,LC,1
Ugyops,godmani,19,0.005747331,0.219295744,0.525908864,8.660204811,11.49065821,10.9954757,5.811591912,7.15982928,5.846028902,6.367732749,6.94089974,6.911185294,5.614083926,6.238742341,5.651718133,0,1.386294361,0.25,0.2,0.595238095,0.333333333,,4,,2,2,3,,2,2,6,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Cedusa,belma,19,0.002448422,1.030227514,0.801765232,10.04634273,19.83593927,19.80578189,8.805893408,9.076849939,10.02903884,8.620654956,10.28590595,10.24891732,8.336269361,8.111822696,9.616512568,0,1.386294361,0.25,0.2,0.476190476,0.333333333,,4,,2,2,3,,2,2,5,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Cedusa,dilbata,19,0.08060402,0.820296239,0.643448554,9.076494728,18.42097255,12.63806925,8.60290567,8.449704946,7.505914594,7.621208595,9.70755872,9.158060796,8.118038219,7.330054789,7.139882287,0,2.302585093,0.25,0.2,0.476190476,0.333333333,,10,,2,2,3,,2,2,5,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Cedusa,zantata,19,0.021941779,0.525982785,0.591942136,6.905650322,15.49543824,13.93802241,6.308987916,6.380999318,5.843699466,6.288733369,8.528567555,8.548769483,6.115307967,6.204640604,5.728412471,0,2.302585093,0.25,0.2,0.476190476,0.333333333,,10,,2,2,3,,2,2,5,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Herpis,brunnea,19,0.054591755,0.299126197,0.510972344,7.014851132,12.70055161,8.934086346,5.755812516,6.25797999,5.599194798,6.038838202,7.337255679,7.054552159,5.603170368,5.952675828,5.476266769,0,2.302585093,0.25,0.2,0.476190476,0.333333333,,10,,2,2,3,,2,2,5,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Oropuna,minutianus,19,0.053608925,0.388481335,0.576804048,7.325367551,13.99315483,10.03913305,5.875925087,7.080807688,8.027998267,6.419687307,7.795529089,7.62446922,5.735617595,6.4810966,7.788758208,0,1.386294361,0.25,0.2,0.476190476,0.333333333,,4,,2,2,3,,2,2,5,1,1,1,1,1,2,,50,2,3,1,2,LC,1
Catonia,bugabae,19,0.118883288,0.870551896,0.956884169,6.459194861,18.90249362,10.91288055,6.870717134,6.462460819,5.882604488,5.82058105,7.669979325,7.353857016,6.123739312,5.805007827,5.555700254,0,1.098612289,0.25,0,0.214285714,0.333333333,,3,,2,1,3,,3,2,4,1,0,1,1,1,2,,25,2,2,1,2,LC,1
Catonia,chiriquensis,19,0.024596869,0.316392631,0.530539919,5.749850878,12.94966247,10.98881814,5.431311997,5.559540868,5.420495295,5.248066453,6.29893018,6.117189568,5.185964483,5.238542118,5.220468049,0,1.098612289,0.25,0,0.333333333,0.333333333,,3,,2,1,3,,3,2,5,1,0,1,1,1,2,,24,2,2,1,2,LC,1
Phypia,punctata,19,-0.024971473,1.237792729,0.724477869,10.40796976,20.72326584,20.72326584,11.91280987,10.10651473,9.941812203,7.472501699,8.808545106,8.501909127,9.245570114,6.994193755,7.829976487,0,0.693147181,0.25,0,0.214285714,0.333333333,,2,,2,1,3,,3,2,4,1,0,1,1,1,2,,30,2,2,1,2,LC,1
Rupex,asper,19,0.029453463,0.508743369,0.580669318,9.449043947,15.14373643,13.05113056,6.486195702,8.613709544,7.453036668,7.654324801,9.367376404,9.103006996,6.466865504,7.70716495,7.48724146,0,2.079441542,0.25,0,0.214285714,0.333333333,,8,,2,3,3,,3,2,4,1,0,1,1,1,2,,30,2,2,1,2,LC,1
Sevia,consimilis,19,0.004212774,0.457082351,0.589191371,9.369994871,14.75376912,14.44318607,6.373209575,8.630252351,6.835402613,6.136562473,6.692370861,6.645438648,5.773729905,6.126045928,5.884097101,0,1.386294361,0.25,0,0.333333333,0.333333333,,4,,2,1,3,,3,2,5,1,0,1,1,1,2,,30,2,2,1,2,LC,1
Aleurotrachelus,jelinekii,26,0.136559024,0.368716642,1.001402609,10.35700975,14.02588123,6.711948026,8.553926527,8.621160534,8.061385382,7.399914578,7.895845139,7.052408345,7.055034226,7.056238573,6.994239665,0,0.693147181,0.25,0.4,0.357142857,0.333333333,,2,,2,2,6,,2,2,4,1,1,2,1,1,2,,80,2,3,1,1,LC,1
Acyrthosiphon,pisum,21,-0.053086393,2.084370843,1.165410453,9.863500271,20.72326584,20.72326584,16.42342797,7.801842158,7.359865943,7.547871283,8.714151589,8.734832849,9.88438242,6.762243065,6.792881574,0,0.875468737,0,0.2,0.714285714,0.166666667,,2.4,,1,0.5,2,,0.5,1,4,1,0,2,1,1,1,,100,2,3,2,1,LC,1
Amphorophora,rubi,17,-0.040773364,3.141424331,1.004834204,9.230201501,20.72326584,20.72326584,8.744878377,13.85206856,20.72326584,8.33813806,11.33555025,11.31691824,8.3344412,8.335647894,20.72326584,0,0.693147181,0,0.2,0.833333333,0.166666667,,2,,1,1,2,,1,2,5,1,0,2,1,1,1,,85,1,3,2,1,LC,1
Aphis,fabae,21,-0.183068624,2.990418078,1.484852909,8.027504685,20.72326584,20.72326584,4.232536074,8.824096903,8.410599526,8.375734524,9.534169383,9.914058929,12.47778849,7.535390946,7.41416119,0,0.693147181,0,0,0.357142857,0,,2,,1,0.5,2,,1,1,4,1,0,1,1,1,1,,120,1,3,1,1,LC,1
Aphis,pomi,24,-0.061097378,0.169763368,0.349907026,11.13972156,10.64272534,15.7798063,5.986502981,12.51783853,6.035813659,5.303996849,5.322412303,5.47485116,5.037369328,5.330624751,5.106031099,0,0.693147181,0,0.2,0.714285714,0.166666667,,2,,1,0.5,2,,0.5,1,4,1,0,2,1,1,1,,60,1,3,2,1,LC,1
Aulacorthum,solani,21,0.024823663,1.763360135,0.94071094,14.8210373,20.72326584,20.72326584,18.29296608,14.71431152,14.50964106,7.347787926,8.221474199,8.143974454,10.57073221,7.178527275,7.725393002,0,1.098612289,0,0.2,0.476190476,0.166666667,,3,,1,0.5,1,,0.5,1,5,1,0,2,1,1,1,,45,2,3,1,1,LC,1
Brachycaudus,helichrysi,21,-0.010258167,1.302885958,0.673439522,6.469415761,20.72326584,20.72326584,7.609237027,6.395695075,6.467514577,6.149950127,8.589556544,8.593548755,6.851705917,6.08771042,6.148320499,0,0.530628251,0,0,0.476190476,0.166666667,,1.7,,1,1,3,,1,2,5,1,0,1,1,1,1,,45,1,3,1,1,LC,1
Brevicoryne,brassicae,21,0.132912624,3.827013608,2.082467492,11.39475998,20.72326584,20.72326584,4.395866378,11.79705668,10.56596014,9.331022331,11.81601911,11.59094032,4.336946856,9.127167835,9.086467284,0,0.875468737,0,0,0.357142857,0.166666667,,2.4,,1,1,3,,3,2,4,1,0,1,1,1,1,,100,2,3,1,1,LC,1
