Genus,Species,q,r,Vr,CVN,MA_Yr,RW-Yr,EX_Yr,RL_Yr,GL_Yr,TL_Yr,MA_G,RW_G,EX_G,RL_G,GL_G,TL_G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Mustela,nivalis rixosa,10,-0.27080502,2.568113732,1.305260014,11.8847021,20.72326584,20.72326584,12.49774107,10.70790485,7.894484278,14.17357878,18.24592129,20.72326584,14.40013729,10.50211174,7.914717531,0,5.298317367,0.25,0.4,0.642857143,0.666666667,75,200,,2,4,120,,,5,4,1,1,2,1,2,2,,5,2,5,1,2,LC,1
Mustela,putorius,24,-0.010648263,0.254005418,0.47883556,8.50505513,11.97599655,12.90260957,6.353732176,5.312601231,5.736489828,7.356347548,9.418204463,9.606683331,6.496230923,5.385898373,5.836474994,1,6.08221891,0,0.4,0.642857143,0.666666667,950,438,,2,6,120,,,5,4,1,1,2,1,2,1,1,7,2,5,1,1,LC,2
Mustela,vison,125,0.041007831,0.359329901,1.183721617,8.805818017,13.53812305,10.43232098,9.782704813,7.344069526,8.546221472,9.408050469,13.37053752,11.98856982,10.49303408,7.973017652,9.372009174,0,6.327936784,0,0.2,0.642857143,0.833333333,1000,560,,2,12,120,,,5,4,1,1,1,1,1,1,4,5,2,5,1,1,LC,1
Mustela ,erminea,41,-0.023962546,0.1760279,0.42373283,6.234723021,10.62054668,12.60597747,5.770402276,5.191731745,5.728257929,5.768805627,7.537865318,7.857641112,5.706222253,5.202103744,5.714067133,0,5.799092654,0,0.4,0.642857143,0.5,167,330,,2,4,60,,,5,4,1,1,2,1,1,1,10,10,2,5,1,2,LC,1
Pteronura,brasiliensis,25,-0.204978396,0.851262221,0.703304141,15.65912931,18.74966277,20.72326584,4.393620945,10.72165776,10.82943857,9.542139086,20.72326584,20.72326584,4.025578861,13.09012066,13.02629606,1,7.493873887,0.25,0.8,0.880952381,0.666666667,25700,1797,,2,24,120,,,3,3,1,1,3,2,3,2,1,3,3,5,2,2,EN,2
Taxidea,taxus,62,-0.002845473,0.51641473,1.419760615,11.97374399,15.35796762,15.48383089,12.47043529,7.939589945,8.392978562,12.34533196,15.24397438,15.41944678,13.16335987,8.774541734,9.259461601,1,6.551080335,0.25,0.6,0.642857143,0.666666667,6837,700,,2,12,120,,24,5,4,1,1,2,2,1,2,3,3,1,5,1,2,LC,2
Arctocephalus,pusillus,76,0.009657489,0.292915745,0.930911401,11.20069035,12.54027343,11.7725695,11.41036957,7.163150833,8.456532898,8.33064602,8.720219179,8.628090425,8.341055671,6.996301649,7.724903924,0,7.50659178,0,0.4,0.523809524,0.5,130960,1820,,2,4,216,,,2,3,1,1,2,1,1,1,,1,2,5,1,2,LC,1
Callorhinus,ursinus,42,0.055170817,0.165021445,0.793359019,8.355231566,10.62909379,6.990648666,6.996259276,6.042233187,6.892143073,10.90574009,14.31304265,9.910686216,8.399613413,6.824840375,7.846772729,1,7.495541944,0,0.4,0.404761905,0.666666667,102367,1800,,2,30,192,,110,1,2,1,1,2,1,3,1,26,1,2,5,1,2,VU,2
Eumetopias,jubatus,16,-0.723331155,10.88621923,0.868663605,12.86148539,20.72326584,20.72326584,4.409873841,12.91592227,14.45043661,15.6308731,20.72326584,20.72326584,4.164925872,15.72139462,17.537549,1,7.863266724,0.25,0.4,0.880952381,0.666666667,675000,2600,,2,36,240,,144,1,3,1,1,2,1,3,2,,1,3,5,2,2,EN,2
Mirounga,angustirostris,16,0.070003032,0.003289698,0.689456682,4.136075,5.71356819,3.928762133,4.184221996,4.112000362,4.202323288,4.182856516,6.183431751,4.020703838,4.237066193,4.155891795,4.252098495,0,8.086410275,0,0.4,0.404761905,0.666666667,2300000,3250,,2,24,216,,60,2,2,1,1,2,1,2,1,,1,2,5,1,2,LC,1
Mirounga,leonina,14,-0.005183621,0.912328621,0.618414377,7.093274242,19.1912376,19.77421635,6.784774285,5.931071893,5.955742099,6.626591641,20.72326584,20.72326584,7.485209819,6.35710776,6.414937872,1,8.006367568,0,0.4,0.404761905,0.666666667,1714500,3000,,2,36,240,,,1,2,1,1,2,1,1,1,,1,3,5,1,2,LC,2
Monachus,schauinslandi,11,-0.00086995,0.016955748,0.119219691,5.730515822,6.221087055,6.302280441,4.342118138,4.30147381,4.306674055,7.727429285,8.886167194,9.002800723,4.448471509,4.419109803,4.412624997,1,7.714231145,0.5,0.8,0.761904762,0.833333333,178500,2240,,2,60,240,,,5,2,1,1,3,2,4,3,,1,3,5,2,2,EN,2
Phoca,groenlandica,46,-0.013802495,0.354416791,0.372525445,5.568496202,13.37698229,14.51464378,5.970315001,5.554028279,5.560241466,5.969645031,20.72326584,20.72326584,7.011774128,5.948233409,5.957324494,1,7.495541944,0.25,0.4,0.404761905,0.833333333,154333,1800,,2,60,360,,,1,2,1,1,2,1,1,2,,1,2,5,1,2,LC,2
Phoca,vitulina,18,0.061399785,0.047877948,0.420991126,5.114664533,7.658214011,4.794880752,4.789791635,4.73764199,4.718211638,5.650280799,10.27903438,5.6492401,4.988222287,4.910770367,4.948025437,1,7.313220387,0.25,0.4,0.404761905,0.666666667,106678,1500,,2,36,300,,96,2,2,1,1,2,1,1,2,,1,2,5,1,1,LC,2
Procyon,lotor,22,0.027906824,0.029338293,0.434965171,6.294172434,6.858485414,5.144397671,5.573032459,6.24236902,5.638035921,6.209778587,6.506058334,5.643147048,5.673542266,6.238199273,5.71851429,0,6.65929392,0.25,0.4,0.5,0.5,5000,780,,2,10,96,,,5,4,1,1,2,1,1,2,50,4,2,4,1,1,LC,1
Ursus,americanus,62,0.007951544,0.184633975,1.021881093,9.89759129,10.75673426,10.15200692,9.222599634,7.141255833,7.549350325,12.43464634,13.64706388,12.95964966,11.71114048,8.286793816,8.741292221,1,7.34601021,0.25,0.6,0.380952381,0.666666667,180000,1550,,2,24,192,,96,5,3,1,1,3,1,2,2,0.01,1.5,2,4,1,1,LC,2
Ursus,arctos,38,0.017366356,0.01380351,0.232985505,5.548312524,6.078497877,4.957319668,5.037603086,4.914761746,4.961540183,6.493544365,7.338855844,5.762985122,5.412633292,5.230177899,5.30819146,0,7.569411792,0,0.8,0.380952381,0.666666667,400000,1938,,2,36,300,,84,5,3,1,1,3,2,2,1,0.1,0.75,2,4,1,2,LC,1
Ursus,maritimus,62,0.018314239,0.119475159,0.522042406,8.028883406,9.460740831,8.124723348,6.576167795,6.243159884,6.309631103,12.39379462,16.37786145,13.3049198,7.968266396,7.260100347,7.211789543,1,7.707512195,0.5,0,0.738095238,0.833333333,388000,2225,,2,60,300,,120,5,3,1,0,1,1,2,3,0.01,1,2,4,2,2,CD,2
Ursus,thibetanus,52,0.008315787,0.065187283,0.381435458,5.140695243,8.138284569,7.446367911,5.087493438,4.846987043,5.085962648,5.603122868,12.17260306,10.99055916,5.376526138,5.084337356,5.425612434,1,7.368339686,0.25,0.8,0.380952381,0.833333333,100000,1585,,2,48,300,,,5,3,1,1,3,2,3,2,1,1,3,4,1,2,VU,2
Stenella,attenuata,20,-0.034657359,0.000817021,0.255974331,4.744630833,5.080998753,7.936052315,4.573702863,4.091910281,4.499690751,5.416473227,6.230583296,12.01447494,4.978032184,4.138295797,4.75320875,0,7.824046011,0,0.4,0.404761905,0.833333333,68467,2500,,2,60,480,,,2,2,1,1,2,1,1,1,,0.5,2,5,1,2,LC,1
Eschrichtius,robustus,14,0.031469428,0.044181105,0.210723361,6.489872246,7.447186335,5.407931001,4.815926707,4.533838742,4.747331084,9.451807209,11.70622279,7.185747118,5.120107361,4.741795698,4.928385555,1,9.472704636,0.25,0.4,0.285714286,0.833333333,27862500,13000,,2,60,840,,72,3,1,1,0,3,1,3,2,,0.5,2,5,1,2,CD,2
Phascolarctos,cinereus,14,-0.054450623,0.217710754,0.36357411,11.99643196,11.57889647,15.99651093,7.998293819,7.409342559,6.923766819,14.74524453,14.66059451,18.37425964,9.494166866,8.638547688,7.692999038,1,6.586171655,0.5,0.8,0.714285714,0.666666667,5000,725,,2,24,120,,,5,4,1,1,3,2,2,3,10,1,1,3,2,2,CD,2
Lasiorhinus,krefftii,14,0.036607744,0.102921486,0.381247462,8.1950971,9.23747067,6.618877342,5.396929232,5.401157893,20.72326584,11.16305898,12.78588902,9.395290851,5.88207401,5.980931262,20.72326584,1,6.802394763,0.5,1,0.357142857,0.666666667,31000,900,,2,36,240,,,2,4,1,1,3,3,5,3,0.5,1,2,3,1,2,CR,2
Erinaceus,europaeus,22,-0.065231115,0.132727243,0.341956569,9.790716839,9.807877734,15.31620753,5.943412889,5.724797552,5.877291972,9.210302138,9.801392683,12.09828116,6.350031557,5.982801845,6.247468822,0,5.513428746,0.25,0.4,0.5,0.833333333,780,248,,2,12,84,,,5,4,1,1,2,1,1,2,100,8,2,4,1,1,LC,1
Crocidura,russula,11,-0.038536958,0.162442791,0.36950095,8.452066731,10.35755069,13.67577868,5.140557717,4.995276353,4.996115429,6.246183451,7.087863926,7.355404345,5.11588292,4.996416719,5.013968013,1,5.220355825,0.25,0.4,0.5,0.5,10,185,,2,3,36,,,5,4,1,1,2,1,1,2,,9,2,4,1,2,LC,2
Neomys,fodiens,10,0.127296568,4.623836009,0.818831603,11.65208405,20.72326584,20.72326584,20.72326584,20.72326584,11.65208405,12.03077995,20.72326584,20.72326584,20.72326584,20.72326584,12.03077995,0,4.955827058,0.25,0,1,0.5,15,142,,2,6,24,,,5,4,1,0,1,1,2,2,,10,2,5,2,2,LC,1
Sorex,araneus,10,-0.033213384,1.267074383,0.596858824,9.484165915,21.78093249,20.72326584,8.145658441,9.665129196,5.831798508,9.485686606,18.98350133,20.14635683,8.722964469,9.640873162,6.006746568,0,4.605170186,0.25,0.4,0.5,0.5,12,100,,2,9,24,,,5,4,1,1,2,1,1,2,250,10,2,4,1,2,LC,1
Sorex,caecutiens,10,-0.180852633,3.832113955,0.77543762,9.373931399,20.72326584,20.72326584,11.35150309,9.319013931,8.740798576,9.298358368,20.72326584,20.72326584,10.91182832,9.937660566,8.777575914,0,4.605170186,0.25,0.4,0.642857143,0.5,7,100,,2,9,24,,,5,4,1,1,2,1,1,2,250,10,2,5,1,2,LC,1
Sorex,daphaenodon,10,-0.116922986,0.773152379,0.790609948,18.05126764,18.09131211,20.72326584,20.72326584,20.72326584,8.571164787,15.72129449,15.60755844,18.90028947,9.28805956,15.59465663,9.428301735,0,4.700480366,0.25,0.4,0.380952381,0.5,7,110,,2,9,24,,,5,3,1,1,2,1,1,2,100,10,2,4,1,2,LC,1
Sorex,isodon,10,-0.080077784,2.137794527,0.814480066,9.921348655,20.72326584,20.72326584,8.586160995,11.01781765,8.649583896,10.72386421,20.72326584,20.72326584,9.07966435,12.07603989,9.111070018,0,4.787491743,0.25,0.4,0.5,0.5,12,120,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,4,1,2,LC,1
Sorex,minutissimus,10,-0.072330022,0.447913032,0.57825521,14.6664214,14.75571284,20.79036301,20.72326584,20.72326584,6.226142285,13.58101295,13.35781895,14.97653017,20.72326584,20.72326584,6.474580816,0,3.912023005,0.25,0.4,0.642857143,0.5,2,50,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Sorex,minutus,10,0.061763963,1.111383397,0.677192479,11.55596305,21.04809033,16.04964209,11.70088446,8.721448555,7.22816275,15.76687664,18.05553683,16.17069337,14.34489835,9.506529024,7.683300866,0,4.382026635,0.25,0.4,0.642857143,0.5,4,80,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Sorex,roboratus,10,-0.065924563,1.69633937,0.803782927,11.54244761,20.72326584,20.72326584,17.423061,9.904340774,8.351571973,9.506479994,20.72326584,20.72326584,4.568112206,10.95011867,8.952785399,0,4.49980967,0.25,0.4,0.642857143,0.5,4,90,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Sorex,tundrensis,10,-0.005608947,3.417408566,0.819715536,11.54335596,20.72326584,20.72326584,12.02464397,11.5032622,10.30797777,11.35667789,20.72326584,20.72326584,13.35357783,11.12920359,11.16856693,0,4.605170186,0.25,0.4,0.642857143,0.5,8,100,,2,9,24,,,5,4,1,1,2,1,1,2,100,10,2,5,1,2,LC,1
Sorex,vagrans,11,-9.09091E-12,1.258175207,0.691564075,7.523835137,20.72326584,20.72326584,7.464530885,7.51567424,10.70039415,7.508445664,13.91758484,13.60587216,7.528930572,7.328165711,11.10171855,0,4.672828834,0.25,0.4,0.5,0.5,5,107,,2,4,24,,6,5,4,1,1,2,1,1,2,1000,15,2,4,1,2,LC,1
Lepus,americanus,56,0.013609644,1.043960898,0.810306417,7.499819591,19.97241695,19.41653634,11.16197675,7.035754635,7.608760201,7.973046991,20.0729968,19.80714967,12.54653269,7.47377794,8.173496713,0,6.109247583,0.25,0.4,0.238095238,0.666666667,2000,450,,2,12,60,,,2,3,1,1,2,1,1,2,10,16,2,3,1,2,LC,1
Lepus,europaeus,44,0.010132906,0.041995473,0.269116956,5.02397623,7.365036494,6.584955632,4.887749122,4.564767537,4.77915566,5.130149486,7.21229204,6.57197954,5.033819557,4.707592694,4.87188962,0,6.429719478,0,0.4,0.357142857,0.666666667,3884,620,,2,12,60,,,2,4,1,1,2,1,1,1,50,9,2,3,1,2,LC,1
Lepus,timidus,24,0.006898153,0.630852819,0.570722676,5.845107476,16.43517872,15.95228206,6.288729326,5.658236786,5.624789362,6.06536807,16.42467755,16.25813626,6.680790865,5.793480823,5.821171924,0,6.413458957,0,0.2,0.357142857,0.666666667,3178,610,,2,12,60,,,2,4,1,1,1,1,1,1,10,6,2,3,1,2,LC,1
Lepus,tolai,25,-0.046387434,0.122954163,0.262178969,4.938474769,9.610391878,13.86968283,4.916664373,4.811512111,4.843043382,5.027493444,9.552654466,11.24023027,5.02432155,4.908557852,4.943704443,1,6.109247583,0.5,0.4,0.357142857,0.666666667,2000,450,,2,12,60,,,2,4,1,1,2,1,1,3,,12,3,3,1,2,LC,1
Oryctolagus,cuniculus,61,-0.006002107,0.241611705,0.445182731,5.410218441,11.77628023,12.20936957,5.904370022,5.289128899,5.545604406,5.471052761,9.339892472,9.361400885,6.048532865,5.344529142,5.627652058,0,6.120297419,0,0.2,0.238095238,0.666666667,1523,455,,2,6,108,,,2,3,1,1,1,1,1,1,500,20,2,3,1,1,LC,1
Didelphis,virginiana,37,0.098301586,0.35305358,0.644351268,6.983134722,13.60084896,7.604867123,6.983543115,5.796684739,6.509990631,6.680840913,9.838475355,8.470748438,7.027763978,5.862619759,6.620515755,0,6.606650186,0.25,0.4,0.5,0.5,2000,740,,2,5,24,,15,5,4,1,1,2,1,2,2,120,25,2,4,1,2,LC,1
Equus,caballus,11,0.098367624,0.182916641,0.571758743,7.242331353,11.01890641,5.870223067,5.116113806,5.195125894,20.72326584,8.63367197,14.05174162,8.037780788,5.336470804,5.412285567,20.72326584,0,7.649692624,0,0,0.238095238,0.666666667,275000,2100,,2,24,264,,160,2,3,1,0,1,1,1,1,6,1,2,3,1,1,LC,1
Ceratotherium,simum,32,0.075636504,0.042722553,0.431794352,5.246657296,7.53145585,4.49509428,5.038313664,5.356652293,5.114206461,6.106218104,11.90577486,5.184521366,5.3848457,6.080443686,5.490416006,1,7.969011781,0.5,1,0.238095238,0.833333333,1900000,2890,,2,60,480,,,5,3,1,1,3,3,4,3,0.5,0.3,1,3,1,2,CD,2
Diceros,bicornis,15,-0.014876237,0.034171698,0.273994318,6.539497717,7.047440593,8.304649999,4.789764118,4.835310918,4.732393441,8.76225447,9.914389861,12.2459522,5.077930866,5.116006812,4.913691904,1,7.919356191,0.5,1,0.238095238,0.833333333,1102000,2750,,2,48,480,,,5,3,1,1,3,3,4,3,1,0.5,3,3,1,2,CR,2
Halichoerus,grypus,23,0.085273732,0.281528723,0.522695524,7.252594568,12.46400362,7.363231058,5.939951254,5.663020597,5.806763771,6.746242443,21.25568297,10.97650433,6.65671164,6.095901326,6.31702135,0,7.588323677,0.25,0.4,0.880952381,0.833333333,194000,1975,,2,48,432,,,1,3,1,1,2,1,3,2,,1,2,5,2,2,LC,1
Macaca,fuscata,11,0.039252947,0.021123742,0.373921427,5.576601622,6.55902024,4.542595294,4.517066735,4.484927435,4.545534592,6.420017245,7.877592217,5.226999521,4.679033284,4.589908011,4.729313454,1,6.309918278,0.5,1,0.5,0.666666667,10000,550,,2,30,240,,,2,4,1,1,3,3,3,3,,0.5,2,4,1,2,DD,2
Macaca,sylvanus,45,0.010222222,0.012470404,0.133289377,4.506846012,5.967039919,5.248554084,4.34846844,4.598785326,4.351064546,4.661168858,6.981719805,6.061001475,4.441615156,4.780524299,4.451869086,1,6.396929655,1,0.8,0.5,0.666666667,11200,600,,2,30,240,,,2,4,1,1,2,3,4,5,5,0.5,2,4,1,2,VU,2
Pan,troglodytes,9,-0.005556713,0.027530046,0.128556766,6.397687857,6.747919516,7.200493617,4.386310063,4.374325247,4.377816477,10.50234149,11.47943328,13.24768978,4.509468297,4.492425716,4.494203131,1,6.66949809,0.25,0.8,0.5,0.833333333,41000,788,,2,96,480,,,2,4,1,1,3,2,2,2,5,0.2,3,4,1,2,EN,2
Castor,canadensis,128,-0.014523679,0.353305508,0.865330569,9.816258364,13.37966878,14.77146415,11.88406563,7.426128124,8.309051226,11.1602611,15.51183887,16.19257503,13.69290888,8.42205123,9.261066928,1,7.003065459,0,0.4,0.357142857,0.833333333,22900,1100,,2,18,120,,36,4,4,1,1,2,1,3,1,4,7,3,3,1,2,LC,1
Hydrochaeris,hydrochaeris,9,-0.037549874,0.540940888,0.915555302,15.31555443,15.49845892,18.71241745,7.903335162,5.960935033,6.906095883,16.27849023,16.6420322,18.86844662,8.806124484,6.281105772,7.46813191,0,6.956545443,0.25,0.4,0.357142857,0.833333333,34500,1050,,2,15,120,,,2,4,1,1,2,1,2,2,10,5,2,3,1,2,LC,1
Napaeozapus,insignis,39,-0.047517026,2.251469784,1.440071342,15.80238568,20.72326584,20.72326584,4.273783957,15.95108929,14.15467921,12.65649893,15.05848891,15.57774605,17.0178091,12.42150725,12.03129876,0,5.451038454,0.5,0.4,0.714285714,0.333333333,23,233,,2,3,48,,,5,4,1,1,2,1,1,3,350,4,2,3,2,2,LC,1
Chaetodipus,penicillatus,16,0.103377697,0.234562591,0.76676323,10.29249254,11.90907482,6.313049185,5.813280146,16.12306605,5.795690296,8.036379725,9.382117111,7.53455307,5.910778374,9.63255904,5.957765076,0,5.135798437,0.5,0.2,0.833333333,0.5,15,170,,2,6,24,,12,4,5,1,1,1,1,1,3,80,8,2,3,2,2,LC,1
Dipodomys,merriami,16,0.00122655,0.067847056,0.269145003,7.017206572,8.219429462,8.050445507,4.945509276,5.196491277,5.048942742,5.339934464,5.596451333,5.579424266,4.815236385,5.051653247,4.872561719,0,5.521460918,0.25,0.2,0.619047619,0.5,37,250,,2,2,60,,24,5,5,1,1,1,1,1,2,50,5,2,4,1,2,LC,1
Dipodomys,ordii,16,0.010261082,0.230146233,0.542527401,10.42631907,11.54158542,10.69052322,6.303505724,8.453448581,6.861427457,7.305106636,7.560445927,7.456609578,6.089851236,7.009259635,6.329277389,0,5.480638923,0.25,0.2,0.476190476,0.333333333,58,240,,2,3,18,,7,5,5,1,1,1,1,1,2,300,7,2,3,1,2,LC,1
Dipodomys,spectabilis,16,-0.186951538,0.371976932,0.716065598,20.72326584,14.25706859,20.72326584,20.72326584,20.72326584,20.72326584,15.14572487,13.03265494,18.30219296,16.7846437,15.77098091,15.78514707,0,5.799092654,0.5,0.4,0.357142857,0.5,152,330,,2,10,36,,18,5,4,1,1,1,2,1,3,200,6,2,3,1,2,LC,1
Neotoma,albigula,16,-0.039654823,0.251622936,0.558492375,12.01873926,12.04991847,15.27630656,6.310898563,17.57070531,6.295501333,7.536830716,7.730972384,8.091418586,6.190482178,8.176667747,6.181712927,0,5.720311777,0.5,0.2,0.714285714,0.333333333,215,305,,2,3,18,,,5,4,1,1,1,1,1,3,,9,2,3,2,2,LC,1
Perognathus,flavus,16,0.036482084,2.843394205,1.079815837,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,14.08134345,14.64901704,13.54421774,4.264933083,16.33939601,20.72326584,0,4.744932128,0.5,0.2,0.833333333,0.5,8,115,,2,2,60,,,5,5,1,1,1,1,1,3,600,12,2,3,2,2,LC,1
Apodemus,flavicollis,14,-0.056710849,0.488465836,0.588234399,13.76952159,14.95047183,19.86419123,7.366115826,6.357802731,6.374568774,7.996554353,8.418892952,8.7722691,6.783204936,6.15890884,6.215711966,0,5.356586275,0.25,0.2,0.5,0.333333333,25,212,,2,2,12,,,5,4,1,1,1,1,3,2,200,36,2,4,1,2,LC,1
Apodemus,sylvaticus,27,0.009332,0.480471845,0.438995784,5.623369838,14.88670302,14.30337182,6.340025782,5.404993916,5.399179658,5.543658022,8.171776317,8.264433193,6.1377725,5.358308699,5.382572588,0,5.356586275,0,0.2,0.5,0.333333333,23,212,,2,2,18,,,3,4,1,1,1,1,3,1,250,36,2,4,1,1,LC,1
Arvicola,terrestris,105,0.008138709,0.315675626,0.877189252,6.678068482,12.88175834,12.13052889,7.865788842,5.78610579,7.023658338,6.44799368,8.972679482,8.894873777,7.359832827,5.826783996,6.822558659,0,5.579729826,0,0.2,0.357142857,0.333333333,180,265,,2,4,12,,,2,4,1,1,1,1,3,1,500,12,2,3,1,2,LC,1
Clethrionomys,gapperi,41,0.0768136,1.001135598,0.903475656,8.223446147,20.00348229,14.48820011,10.15890168,8.124209911,7.419491817,7.859105505,11.87429038,10.93794913,9.64674245,7.822309222,7.321554736,0,4.941642423,0.25,0.2,0.619047619,0.5,20,140,,2,3,36,,9,4,5,1,1,1,1,3,2,70,15,2,4,1,2,LC,1
Clethrionomys,glareolus,27,0.108685983,0.806546507,0.492011821,6.195575739,18.34865215,11.07522634,7.827894831,5.817831079,5.810522051,6.282927954,11.78415028,10.46314538,8.065943842,5.878492445,5.835359504,0,4.890349128,0.25,0.4,0.5,0.5,22,133,,2,4,24,,,5,4,1,1,2,1,1,2,4000,18,2,4,1,2,LC,1
Clethrionomys,rufocanus,29,-3.44829E-12,3.241136506,0.95453337,9.382052,20.72326584,20.72326584,9.231097566,10.535511,9.2704265,9.459752884,20.72326584,19.65122847,9.342665038,10.4069254,9.342868528,0,4.890349128,0.5,0.4,0.5,0.5,39,133,,2,4,24,,,5,4,1,1,2,1,1,3,2000,18,2,4,1,2,LC,1
Clethrionomys,rutilus,22,0.056943771,1.572889476,0.702264028,10.95579075,20.72326584,19.66021362,8.073116952,12.28085509,20.72326584,10.11158396,14.6753519,13.86667956,8.14301448,10.8202111,20.72326584,0,4.890349128,0.5,0.4,0.857142857,0.5,23,133,,2,4,24,,,5,4,1,1,2,1,1,3,2000,18,2,4,2,2,LC,1
Dicrostonyx,groenlandicus,12,0.008481891,5.185801462,1.228614134,13.17805446,20.72326584,20.72326584,12.376737,13.51969432,11.23138602,13.16578705,18.52953751,18.03355303,11.1734093,11.58161962,10.73730232,0,4.976733742,0.5,0,0.833333333,0.5,54,145,,2,2,24,,6,4,5,1,0,1,1,1,3,200,15,2,3,2,2,LC,1
Lemmus,sibiricus,9,0.822289633,13.08079158,1.800421734,12.96074363,20.72326584,20.72326584,20.72326584,20.72326584,12.96074363,12.50877194,18.72909198,16.11032978,12.29209603,12.57291438,10.45166612,0,4.934473933,0.25,0,0.238095238,0.5,52,139,,2,1,24,,,2,3,1,0,1,1,1,2,100,21,2,3,1,2,LC,1
Lemmus,trimucronatus,20,-0.089587973,5.840513549,1.160429083,10.20339939,20.72326584,20.72326584,9.980496606,10.58520457,10.77725872,9.747135751,13.39242009,14.04289706,9.506713498,8.533460497,10.40451707,0,5.010635294,0.25,0.4,0.357142857,0.5,55,150,,2,1,24,,,2,4,1,1,2,1,1,2,500,32,2,3,1,2,LC,1
Microtus,agrestis,19,-0.111450378,5.54805898,1.514278194,12.78335268,20.72326584,20.72326584,20.72326584,20.72326584,12.78335268,10.86094776,14.0045523,13.46454474,9.391431209,11.18602971,9.34101227,0,5.075173815,0.25,0.4,0.5,0.333333333,27,160,,2,1,18,,,5,4,1,1,2,1,1,2,100,15,2,4,1,2,LC,1
Microtus,arvalis,15,-0.051412932,1.210603058,0.774551343,6.900151981,20.72326584,20.72326584,10.02889566,6.105015841,6.275340972,6.437493856,8.357065964,8.644372203,8.112513375,5.916353281,6.004122958,0,5.075173815,0.25,0.2,0.357142857,0.333333333,25,160,,2,1,18,,,5,4,1,1,1,1,1,2,1000,16,2,3,1,1,LC,1
Microtus,californicus,18,0.054080508,1.769448377,0.942849934,12.85114865,20.72326584,20.72326584,18.05637709,8.352737045,8.001563971,12.03380263,12.36709854,11.83607683,16.49854518,8.065688849,7.799530877,0,5.147494477,0.5,0.2,0.714285714,0.333333333,56,172,,2,2,18,,,5,4,1,1,1,1,2,3,500,18,2,3,2,2,LC,1
Microtus,gregalis,9,0.220124788,5.802986307,0.968101375,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,20.72326584,18.19267462,19.11308614,17.47330474,4.837191641,14.48158531,15.40543734,0,5.135798437,0.25,0.2,0.357142857,0.333333333,48,170,,2,2,18,,,5,4,1,1,1,1,1,2,500,18,2,3,1,2,LC,1
Microtus,montanus,17,0.179089555,2.248452547,1.029898415,14.09416026,20.72326584,15.90830423,9.162938923,14.64774723,18.39794626,8.124814116,10.06782293,9.493636191,7.732496886,8.058224592,11.14538532,0,5.192956851,0.5,0.2,0.357142857,0.5,32,180,,2,1,24,,,5,4,1,1,1,1,1,3,500,18,2,3,1,2,LC,1
Microtus,oeconomus,15,-0.214907942,2.260628366,1.283206084,11.14987405,20.72326584,20.72326584,11.42390298,11.21315137,9.346367809,8.239412691,9.984017112,10.56421134,8.557334416,7.721810847,7.653823541,0,5.043425117,0.25,0.4,0.5,0.333333333,32,155,,2,1,18,,,5,4,1,1,2,1,1,2,1000,18,2,4,1,2,LC,1
Microtus,oregoni,10,0.109861229,0.763683256,0.88347756,12.9147677,17.89327655,10.6108555,7.256426042,7.303288863,6.313167624,6.987618491,7.523089225,7.179711034,6.293506616,6.251571412,5.862584912,0,4.941642423,0.25,0.4,0.357142857,0.333333333,20,140,,2,1,18,,,5,4,1,1,2,1,1,2,200,12,2,3,1,2,LC,1
Microtus,rossiaemeridionalis,10,-0.165822808,3.253689503,0.9466771,7.469472789,20.72326584,20.72326584,4.449269856,7.869091115,7.775488895,8.774760817,11.45478374,11.65072311,4.272835078,7.415756921,7.282314251,0,4.941642423,0.25,0.4,0.5,0.333333333,20,140,,2,1,18,,,5,4,1,1,2,1,1,2,500,16,2,4,1,2,LC,1
Ondatra,zibethicus,64,-0.001810888,0.046537141,0.296272586,5.025963341,7.478866672,7.64159162,5.02820481,4.572509856,4.890262266,5.120265082,7.377333549,7.42940738,5.147021125,4.675249747,5.051600007,0,6.354370041,0.25,0.4,0.5,0.666666667,1000,575,,2,12,60,,24,4,4,1,1,2,1,1,2,40,18,,4,1,1,LC,1
Onychomys,leucogaster,16,0.046572782,0.345639933,0.386098292,9.884754139,13.35846658,10.05987526,5.714774219,16.4772806,5.709719695,6.45903979,8.512898249,7.927690988,5.651963876,7.66581776,5.666525629,0,5.043425117,0.25,0.4,0.642857143,0.333333333,30,155,,2,3,18,,,4,4,1,1,2,1,1,2,100,12,2,5,1,2,LC,1
