AVAILABILITY,DATASOURCEID,MainID
"Restricted",512,9027
"Restricted",512,9028
"Restricted",512,9029
"Restricted",512,9030
"Restricted",512,9031
"Restricted",512,9032
"Restricted",512,9033
"Restricted",512,9034
"Restricted",512,9035
"Restricted",512,9036
"Restricted",512,9037
"Restricted",512,9038
"Restricted",512,9039
"Restricted",512,9040
"Restricted",512,9041
"Restricted",512,9042
"Restricted",512,9043
"Restricted",512,9044
"Restricted",512,9045
"Restricted",512,9046
"Restricted",512,9047
"Restricted",512,9048
"Restricted",512,9049
"Restricted",512,9050
"Restricted",512,9051
"Restricted",512,9052
"Restricted",512,9053
"Restricted",512,9054
"Restricted",512,9055
"Restricted",512,9056
"Restricted",512,9057
"Restricted",512,9058
"Restricted",512,9059
"Restricted",512,9060
"Restricted",512,9061
"Restricted",512,9062
"Restricted",512,9063
"Restricted",512,9064
"Restricted",512,9065
"Restricted",512,9066
"Restricted",512,9067
"Restricted",512,9068
"Restricted",512,9069
"Restricted",512,9070
"Restricted",512,9071
"Restricted",512,9072
"Restricted",512,9073
"Restricted",512,9074
"Restricted",512,9075
"Restricted",512,9076
"Restricted",512,9077
"Restricted",512,9078
"Restricted",512,9079
"Restricted",512,9080
"Restricted",512,9081
"Restricted",512,9082
"Restricted",512,9083
"Restricted",512,9084
"Restricted",512,9085
"Restricted",512,9086
"Restricted",512,9087
"Restricted",512,9088
"Restricted",512,9089
"Restricted",512,9090
"Restricted",512,9091
"Restricted",512,9092
"Restricted",512,9093
"Restricted",512,9094
"Restricted",512,9095
"Restricted",512,9096
"Restricted",512,9097
"Restricted",512,9098
"Restricted",512,9099
"Restricted",512,9100
"Restricted",512,9101
"Restricted",512,9102
"Restricted",512,9103
"Restricted",512,9104
"Restricted",512,9105
"Restricted",512,9106
"Restricted",512,9107
"Restricted",512,9108
"Restricted",512,9109
"Restricted",512,9110
"Restricted",512,9111
"Restricted",512,9112
"Restricted",512,9113
"Restricted",512,9114
"Restricted",512,9115
"Restricted",512,9116
"Restricted",512,9117
"Restricted",512,9118
"Restricted",512,9119
"Restricted",512,9120
"Restricted",512,9121
"Restricted",512,9122
"Restricted",512,9123
"Restricted",512,9124
"Restricted",512,9125
"Restricted",512,9126
"Restricted",512,9127
"Restricted",512,9128
"Restricted",512,9129
"Restricted",512,9130
"Restricted",512,9131
"Restricted",512,9132
"Restricted",512,9133
"Restricted",512,9134
"Restricted",512,9135
"Restricted",512,9136
"Restricted",512,9137
"Restricted",512,9138
"Restricted",512,9139
"Restricted",512,9140
"Restricted",512,9141
"Restricted",512,9142
"Restricted",512,9143
"Restricted",512,9144
"Restricted",512,9145
"Restricted",512,9146
"Restricted",512,9147
"Restricted",512,9148
"Restricted",512,9149
"Restricted",512,9150
"Restricted",512,9151
"Restricted",512,9152
"Restricted",512,9153
"Restricted",512,9154
"Restricted",512,9155
"Restricted",512,9156
"Restricted",512,9157
"Restricted",512,9158
"Restricted",512,9159
"Restricted",512,9160
"Restricted",512,9161
"Restricted",512,9162
"Restricted",512,9163
"Restricted",512,9164
"Restricted",512,9165
"Restricted",512,9166
"Restricted",512,9167
"Restricted",512,9168
"Restricted",512,9169
"Restricted",512,9170
"Restricted",512,9171
"Restricted",512,9172
"Restricted",512,9173
"Restricted",512,9174
"Restricted",512,9175
"Restricted",512,9176
"Restricted",512,9177
"Restricted",512,9178
"Restricted",512,9956
"Restricted",512,9957
"Restricted",512,9958
"Restricted",512,9959
"Restricted",512,9960
"Restricted",512,9961
"Restricted",512,9962
"Restricted",512,9963
"Restricted",512,9964
"Restricted",512,9965
"Restricted",512,9966
"Restricted",512,9967
"Restricted",512,9968
"Restricted",512,9969
"Restricted",512,9970
"Restricted",512,9971
"Restricted",512,9972
"Restricted",512,9973
"Restricted",512,9974
"Restricted",512,9975
"Restricted",512,9976
"Restricted",512,9977
"Restricted",512,9978
"Restricted",512,9979
"Restricted",512,9980
"Restricted",512,9981
